Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,309.95001220703125,318.0,309.20001220703125,316.1000061035156,245.6116485595703,13487019
2023-01-03,316.1000061035156,321.6000061035156,314.25,319.54998779296875,248.29234313964844,10680716
2023-01-04,318.0,318.3999938964844,306.20001220703125,308.29998779296875,239.551025390625,16035314
2023-01-05,310.0,312.0,307.45001220703125,311.3500061035156,241.9208526611328,6589413
2023-01-06,312.25,314.5,308.6000061035156,309.6499938964844,240.5999755859375,4971988
2023-01-09,312.20001220703125,316.8999938964844,312.20001220703125,315.5,245.14544677734375,6356082
2023-01-10,317.5,319.70001220703125,313.0,316.04998779296875,245.57278442382812,8269189
2023-01-11,317.1499938964844,320.04998779296875,316.5,318.1499938964844,247.2045440673828,6183545
2023-01-12,320.0,320.0,314.6000061035156,316.6000061035156,246.0001678466797,4051242
2023-01-13,317.0,322.0,316.29998779296875,319.20001220703125,248.02040100097656,8446441
2023-01-16,320.79998779296875,321.0,314.5,317.1000061035156,246.38865661621094,5228181
2023-01-17,317.1000061035156,318.5,313.5,317.95001220703125,247.0491180419922,4146953
2023-01-18,318.5,325.79998779296875,318.25,324.1499938964844,251.86656188964844,12239219
2023-01-19,323.6000061035156,334.0,321.54998779296875,330.79998779296875,257.03363037109375,14218085
2023-01-20,337.6000061035156,340.75,330.04998779296875,330.8999938964844,257.111328125,19053763
2023-01-23,330.95001220703125,334.45001220703125,328.45001220703125,329.1499938964844,255.75160217285156,4686210
2023-01-24,331.20001220703125,331.8500061035156,327.29998779296875,329.6499938964844,256.14007568359375,5123504
2023-01-25,330.0,332.70001220703125,324.6000061035156,326.25,253.49826049804688,7049679
2023-01-27,328.0,329.5,313.45001220703125,319.75,248.4477081298828,11670027
2023-01-30,320.0,324.8500061035156,316.3500061035156,321.8999938964844,250.11827087402344,9562174
2023-01-31,323.25,336.5,322.1499938964844,332.3999938964844,258.27685546875,12559707
2023-02-01,337.0,338.25,321.3500061035156,328.0,254.8580322265625,11727712
2023-02-02,329.0,334.75,322.5,327.04998779296875,254.11988830566406,11308985
2023-02-03,320.5,322.8500061035156,308.0,314.29998779296875,253.91790771484375,11362212
2023-02-06,314.29998779296875,314.8999938964844,305.0,306.25,247.4144287109375,7244255
2023-02-07,306.0,308.95001220703125,299.1499938964844,308.1499938964844,248.9494171142578,10473033
2023-02-08,309.5,315.5,309.45001220703125,314.1000061035156,253.75633239746094,7819410
2023-02-09,314.95001220703125,315.70001220703125,309.0,310.1000061035156,250.5247802734375,5202003
2023-02-10,310.0,311.70001220703125,307.5,310.70001220703125,251.00950622558594,4235865
2023-02-13,311.0,314.79998779296875,308.0,308.75,249.4341583251953,5188595
2023-02-14,310.0,314.75,309.1000061035156,314.20001220703125,253.8371124267578,6566932
2023-02-15,313.8999938964844,315.79998779296875,311.1000061035156,313.0,252.86764526367188,5810417
2023-02-16,315.8999938964844,316.75,314.1000061035156,314.8500061035156,254.3622589111328,4366228
2023-02-17,314.8500061035156,317.8999938964844,313.0,314.0,253.67555236816406,4291109
2023-02-20,313.3500061035156,315.70001220703125,310.1499938964844,310.8500061035156,251.13067626953125,5264100
2023-02-21,311.6499938964844,313.8999938964844,307.0,308.04998779296875,248.86863708496094,6336180
2023-02-22,306.8500061035156,307.8500061035156,301.1499938964844,303.25,244.99078369140625,6166923
2023-02-23,302.54998779296875,306.75,301.6499938964844,302.8999938964844,244.70802307128906,4584146
2023-02-24,303.8999938964844,304.8500061035156,292.0,294.45001220703125,237.88143920898438,10491706
2023-02-27,293.95001220703125,293.95001220703125,280.75,287.3500061035156,232.14544677734375,10621491
2023-02-28,282.1000061035156,282.8500061035156,261.95001220703125,268.3500061035156,216.795654296875,51008515
2023-03-01,267.04998779296875,279.8999938964844,266.1499938964844,278.6000061035156,225.07643127441406,18728209
2023-03-02,280.0,282.04998779296875,273.70001220703125,274.8999938964844,222.08724975585938,11979398
2023-03-03,276.8999938964844,290.8999938964844,276.54998779296875,289.25,233.680419921875,16106822
2023-03-06,292.5,294.6000061035156,286.20001220703125,286.95001220703125,231.82228088378906,10687170
2023-03-08,283.8999938964844,285.54998779296875,277.3500061035156,285.04998779296875,230.2873077392578,9159693
2023-03-09,287.0,290.79998779296875,284.6000061035156,285.5,230.65086364746094,6175922
2023-03-10,280.8999938964844,284.95001220703125,272.54998779296875,279.8500061035156,226.08631896972656,12081164
2023-03-13,277.95001220703125,287.3999938964844,275.6499938964844,278.79998779296875,225.23802185058594,11122038
2023-03-14,281.75,281.75,275.54998779296875,279.3999938964844,225.7227325439453,8027650
2023-03-15,283.04998779296875,284.8999938964844,279.70001220703125,280.3999938964844,226.5306396484375,6345240
2023-03-16,276.8999938964844,278.75,268.79998779296875,275.04998779296875,222.2084503173828,11692502
2023-03-17,280.0,286.79998779296875,277.5,284.5,229.8429718017578,14420400
2023-03-20,281.04998779296875,283.29998779296875,275.0,279.8999938964844,226.12669372558594,8043963
2023-03-21,282.0,284.3999938964844,281.20001220703125,283.70001220703125,229.1966552734375,4662762
2023-03-22,285.0,287.79998779296875,280.1000061035156,285.3500061035156,230.52967834472656,9306264
2023-03-23,285.0,285.0,267.25,271.25,219.13853454589844,31634089
2023-03-24,279.0,279.5,268.25,269.75,217.92669677734375,21108973
2023-03-27,271.5,274.20001220703125,269.54998779296875,272.75,220.350341796875,9242191
2023-03-28,274.79998779296875,275.79998779296875,270.0,274.25,221.56216430664062,10805861
2023-03-29,277.0,282.45001220703125,272.8999938964844,281.75,227.62130737304688,24728158
2023-03-31,284.95001220703125,285.0,273.0,274.45001220703125,221.72372436523438,41562626
2023-04-03,277.95001220703125,283.0,276.6000061035156,282.3999938964844,228.14637756347656,13738062
2023-04-05,284.0,287.25,280.3999938964844,286.25,231.25677490234375,16288540
2023-04-06,266.45001220703125,274.5,266.0,273.20001220703125,237.73977661132812,23000052
2023-04-10,273.0,273.0,269.1000061035156,269.8999938964844,234.86810302734375,9479279
2023-04-11,273.0,273.8500061035156,270.1499938964844,272.75,237.34817504882812,8814894
2023-04-12,273.04998779296875,276.6000061035156,273.0,275.6000061035156,239.82826232910156,7011009
2023-04-13,275.0,278.79998779296875,273.79998779296875,275.70001220703125,239.91531372070312,6795496
2023-04-17,275.0,279.75,273.5,279.0,242.7869415283203,8147387
2023-04-18,279.0,280.29998779296875,277.0,279.6000061035156,243.30909729003906,4609166
2023-04-19,281.0,284.0,280.0,281.54998779296875,245.00596618652344,9731032
2023-04-20,280.54998779296875,282.8500061035156,278.79998779296875,279.6000061035156,243.30909729003906,4378157
2023-04-21,279.6000061035156,279.8500061035156,276.0,276.75,240.82899475097656,4599260
2023-04-24,275.5,276.75,273.6000061035156,275.25,239.523681640625,4484853
2023-04-25,275.8999938964844,281.3999938964844,275.45001220703125,278.70001220703125,242.5259246826172,5696665
2023-04-26,277.6000061035156,277.95001220703125,275.20001220703125,276.20001220703125,240.3504180908203,3570055
2023-04-27,276.3999938964844,277.79998779296875,275.0,276.1000061035156,240.2633819580078,3689315
2023-04-28,277.0,280.0,276.25,279.3500061035156,243.09153747558594,4837041
2023-05-02,282.0,282.8500061035156,280.1000061035156,281.1000061035156,244.61441040039062,4879314
2023-05-03,279.25,280.25,276.5,278.25,242.13427734375,4587957
2023-05-04,278.54998779296875,280.8999938964844,277.3999938964844,278.1499938964844,242.04727172851562,3969851
2023-05-05,278.1499938964844,278.20001220703125,274.04998779296875,274.70001220703125,239.04510498046875,5353349
2023-05-08,276.6000061035156,280.0,274.75,279.1000061035156,242.87399291992188,4388448
2023-05-09,280.5,288.0,279.79998779296875,283.75,246.92042541503906,11933072
2023-05-10,286.0,287.5,283.8999938964844,285.8999938964844,248.7913818359375,5747802
2023-05-11,287.0,287.0,281.0,281.45001220703125,244.91897583007812,5313663
2023-05-12,282.20001220703125,282.20001220703125,274.1000061035156,275.1000061035156,239.39317321777344,9987592
2023-05-15,272.0,277.70001220703125,268.5,277.1499938964844,241.1770782470703,9215600
2023-05-16,278.0,282.1000061035156,277.1000061035156,279.8500061035156,243.52664184570312,5374740
2023-05-17,279.6499938964844,283.0,275.5,279.45001220703125,243.17857360839844,8194381
2023-05-18,282.0,284.20001220703125,278.0,278.54998779296875,242.39535522460938,7505208
2023-05-19,281.0,282.29998779296875,277.20001220703125,281.95001220703125,245.3540802001953,6918149
2023-05-22,284.0,287.8500061035156,282.5,287.5,250.1836700439453,8718882
2023-05-23,293.0,293.0,288.0,288.3500061035156,250.92337036132812,19814977
2023-05-24,290.0,292.95001220703125,284.6000061035156,291.3500061035156,253.53399658203125,12159427
2023-05-25,291.45001220703125,296.5,290.6499938964844,295.79998779296875,257.4064025878906,13711792
2023-05-26,298.0,298.20001220703125,295.5,297.6499938964844,259.0162658691406,14274998
2023-05-29,299.8999938964844,300.95001220703125,297.20001220703125,300.3500061035156,261.3658447265625,13277968
2023-05-30,283.20001220703125,288.45001220703125,283.0,285.6000061035156,264.8432922363281,14960466
2023-05-31,280.0,283.25,277.79998779296875,278.29998779296875,258.0738220214844,13042404
2023-06-01,278.0,280.5,277.6000061035156,278.1000061035156,257.8883361816406,5137986
2023-06-02,279.6499938964844,281.25,278.6499938964844,280.1000061035156,259.7430114746094,4851414
2023-06-05,280.04998779296875,280.04998779296875,276.29998779296875,278.29998779296875,258.0738220214844,6297485
2023-06-06,279.0,279.79998779296875,277.04998779296875,277.3999938964844,257.23919677734375,3892263
2023-06-07,277.95001220703125,278.8999938964844,276.70001220703125,278.45001220703125,258.2129211425781,4434944
2023-06-08,279.8500061035156,280.75,277.1000061035156,277.54998779296875,257.3783264160156,5236354
2023-06-09,278.8999938964844,278.8999938964844,276.1000061035156,276.75,256.636474609375,3951837
2023-06-12,278.79998779296875,279.5,276.70001220703125,277.8500061035156,257.656494140625,3615243
2023-06-13,279.29998779296875,279.29998779296875,277.1499938964844,278.0,257.7956237792969,4423326
2023-06-14,279.1000061035156,283.0,279.0,281.0,260.5776062011719,8520513
2023-06-15,281.8999938964844,282.79998779296875,280.6000061035156,281.29998779296875,260.8558044433594,3650454
2023-06-16,282.20001220703125,282.8500061035156,279.1000061035156,280.04998779296875,259.6966247558594,4363955
2023-06-19,281.8999938964844,281.8999938964844,279.6499938964844,280.54998779296875,260.1603088378906,3070098
2023-06-20,279.0,284.3500061035156,279.0,282.6499938964844,262.1076354980469,5600444
2023-06-21,282.6499938964844,283.1499938964844,280.29998779296875,281.25,260.8094177246094,3186136
2023-06-22,282.0,282.8500061035156,279.0,280.6499938964844,260.2530212402344,3205576
2023-06-23,280.8500061035156,280.8500061035156,275.8999938964844,276.20001220703125,256.12646484375,5178936
2023-06-26,276.20001220703125,280.6499938964844,274.29998779296875,279.79998779296875,259.4648132324219,4184383
2023-06-27,280.0,280.54998779296875,278.70001220703125,279.54998779296875,259.23297119140625,5026622
2023-06-28,281.5,281.54998779296875,279.0,279.95001220703125,259.6039123535156,6885093
2023-06-30,279.95001220703125,280.29998779296875,277.3999938964844,277.95001220703125,257.749267578125,5227979
2023-07-03,279.29998779296875,280.3500061035156,277.79998779296875,278.1000061035156,257.8883361816406,3717787
2023-07-04,279.8999938964844,279.8999938964844,277.0,277.54998779296875,257.3783264160156,3459962
2023-07-05,278.70001220703125,278.70001220703125,277.0,277.45001220703125,257.28558349609375,2945805
2023-07-06,279.0,280.45001220703125,276.75,280.0,259.6502685546875,9098372
2023-07-07,280.5,283.04998779296875,279.0,280.54998779296875,260.1603088378906,8454807
2023-07-10,283.0,283.8999938964844,279.54998779296875,282.25,261.7367248535156,8227148
2023-07-11,276.20001220703125,279.79998779296875,275.0,277.54998779296875,257.3783264160156,13640445
2023-07-12,277.54998779296875,278.1000061035156,276.04998779296875,277.6499938964844,257.4710388183594,5782947
2023-07-13,278.5,281.3999938964844,277.5,278.04998779296875,257.84197998046875,5632082
2023-07-14,279.6000061035156,286.3999938964844,278.75,284.8500061035156,264.1477966308594,10425854
2023-07-17,285.0,285.75,282.3999938964844,283.8500061035156,263.220458984375,4852437
2023-07-18,284.3999938964844,284.8999938964844,280.20001220703125,281.45001220703125,260.9949035644531,3886657
2023-07-19,284.0,285.29998779296875,282.04998779296875,283.6499938964844,263.03497314453125,5190259
2023-07-20,284.0,284.20001220703125,281.45001220703125,282.20001220703125,261.69036865234375,3435623
2023-07-21,282.0,282.0,277.79998779296875,278.25,258.0274353027344,7273251
2023-07-24,272.5,274.79998779296875,270.29998779296875,271.29998779296875,251.5825653076172,16254554
2023-07-25,274.8999938964844,277.75,272.1000061035156,276.8999938964844,256.77557373046875,7486014
2023-07-26,277.20001220703125,279.79998779296875,275.79998779296875,278.95001220703125,258.67657470703125,4427527
2023-07-27,279.5,280.6499938964844,276.75,277.1499938964844,257.00738525390625,4048684
2023-07-28,277.8500061035156,279.3500061035156,276.20001220703125,278.79998779296875,258.5374755859375,3466932
2023-07-31,280.5,281.8500061035156,275.70001220703125,276.0,255.94097900390625,9590319
2023-08-01,279.0,279.0,275.6000061035156,276.8999938964844,256.77557373046875,5615483
2023-08-02,277.25,277.3999938964844,270.3500061035156,272.1499938964844,252.37078857421875,10728356
2023-08-03,260.8999938964844,261.0,247.60000610351562,254.0500030517578,235.5862579345703,226675327
2023-08-04,254.5,254.60000610351562,245.39999389648438,247.0500030517578,229.09500122070312,31876311
2023-08-07,248.0,248.5,237.0,237.9499969482422,220.6563720703125,34406950
2023-08-08,238.0,243.8000030517578,237.1999969482422,240.0500030517578,222.60374450683594,24176083
2023-08-09,242.89999389648438,244.5,240.25,244.0500030517578,226.31301879882812,10427414
2023-08-10,244.89999389648438,244.89999389648438,241.8000030517578,243.85000610351562,226.1275634765625,8194222
2023-08-11,243.85000610351562,243.89999389648438,237.8000030517578,238.1999969482422,220.88818359375,12825769
2023-08-14,238.1999969482422,238.89999389648438,232.5500030517578,234.0,216.99343872070312,8996918
2023-08-16,234.0,236.89999389648438,232.0500030517578,236.5,219.31173706054688,7462518
2023-08-17,236.89999389648438,237.35000610351562,233.5,234.0,216.99343872070312,6139153
2023-08-18,234.0,236.0,232.64999389648438,233.35000610351562,216.39068603515625,5574667
2023-08-21,233.9499969482422,234.9499969482422,233.64999389648438,234.35000610351562,217.3179931640625,3857957
2023-08-22,234.35000610351562,236.89999389648438,234.35000610351562,235.0,217.92076110839844,4862624
2023-08-23,236.0,239.0,235.5,238.0,220.70272827148438,5524962
2023-08-24,238.64999389648438,240.8000030517578,237.1999969482422,237.5500030517578,220.2854461669922,5052952
2023-08-25,238.8000030517578,238.8000030517578,232.0,233.3000030517578,216.3443145751953,6099075
2023-08-28,237.25,240.1999969482422,236.0500030517578,238.1999969482422,220.88818359375,8338095
2023-08-29,239.0,239.8000030517578,236.3000030517578,237.0,219.77540588378906,4115948
2023-08-30,238.75,239.1999969482422,236.25,236.5,219.31173706054688,3960361
2023-08-31,237.0500030517578,237.35000610351562,231.60000610351562,232.3000030517578,215.4169921875,11631767
2023-09-01,232.3000030517578,236.8000030517578,232.3000030517578,236.14999389648438,218.98716735839844,6220159
2023-09-04,238.0,244.5,236.14999389648438,241.6999969482422,224.13381958007812,14056203
2023-09-05,243.0,243.9499969482422,238.8000030517578,241.39999389648438,223.85560607910156,5648932
2023-09-06,245.0500030517578,246.5500030517578,240.1999969482422,241.35000610351562,223.80926513671875,10891500
2023-09-07,241.35000610351562,241.9499969482422,237.5500030517578,239.10000610351562,221.72279357910156,6429626
2023-09-08,239.0500030517578,239.9499969482422,236.6999969482422,237.75,220.4709014892578,6836165
2023-09-11,238.0,238.8000030517578,236.5,238.3000030517578,220.98092651367188,7148576
2023-09-12,239.60000610351562,239.60000610351562,230.0500030517578,231.8000030517578,214.9533233642578,10667079
2023-09-13,231.8000030517578,234.3000030517578,231.0,233.3000030517578,216.3443145751953,6192848
2023-09-14,234.9499969482422,237.9499969482422,234.0,236.1999969482422,219.03353881835938,8069630
2023-09-15,236.1999969482422,240.5500030517578,235.4499969482422,236.3000030517578,219.12628173828125,20035443
