Date,Open,High,Low,Close,Adj Close,Volume
2023-09-18,237.89999389648438,238.60000610351562,236.0500030517578,236.5,219.31173706054688,4974748
2023-09-20,235.0,235.9499969482422,231.25,231.8000030517578,214.9533233642578,8778511
2023-09-21,231.8000030517578,231.8000030517578,224.64999389648438,226.5,210.03851318359375,11856688
2023-09-22,228.5,228.75,222.5500030517578,225.0500030517578,208.69390869140625,7322963
2023-09-25,225.4499969482422,226.5,223.8000030517578,224.5500030517578,208.23023986816406,4962618
2023-09-26,225.0,227.1999969482422,223.64999389648438,224.0,207.72019958496094,4392920
2023-09-27,217.5,220.4499969482422,208.10000610351562,209.0,193.8103790283203,35505658
2023-09-28,209.0,213.14999389648438,208.0,208.35000610351562,193.20762634277344,17396618
2023-09-29,210.0,224.75,210.0,222.5500030517578,206.3756103515625,27711678
2023-10-03,230.0,233.75,225.10000610351562,230.75,213.97964477539062,46754460
2023-10-04,230.25,232.25,220.9499969482422,223.39999389648438,207.163818359375,15548752
2023-10-05,225.10000610351562,225.60000610351562,220.0500030517578,222.0,205.86557006835938,10155103
2023-10-06,222.64999389648438,224.10000610351562,220.85000610351562,222.6999969482422,206.51467895507812,5523734
2023-10-09,219.9499969482422,221.1999969482422,217.35000610351562,218.9499969482422,203.0372314453125,5142409
2023-10-10,219.1999969482422,224.0,218.64999389648438,222.14999389648438,206.00465393066406,5621177
2023-10-11,222.39999389648438,229.9499969482422,222.14999389648438,227.64999389648438,211.1049346923828,12216514
2023-10-12,226.0,227.64999389648438,225.25,226.1999969482422,209.7603302001953,7239091
2023-10-13,225.0,229.39999389648438,224.8000030517578,226.1999969482422,209.7603302001953,7221397
2023-10-16,226.8000030517578,232.6999969482422,224.3000030517578,229.85000610351562,213.14505004882812,10185425
2023-10-17,230.25,231.5500030517578,229.0,229.9499969482422,213.23777770996094,5064750
2023-10-18,230.10000610351562,232.5,228.3000030517578,230.5,213.74781799316406,5784720
2023-10-19,229.0,230.9499969482422,226.5,227.14999389648438,210.64126586914062,4657398
2023-10-20,226.6999969482422,229.75,222.3000030517578,222.75,206.56106567382812,5244069
2023-10-23,222.75,225.1999969482422,214.5,215.0500030517578,199.42066955566406,7384814
2023-10-25,215.0,219.89999389648438,214.3000030517578,216.8000030517578,201.0435028076172,6955789
2023-10-26,215.5500030517578,215.75,211.1999969482422,212.25,196.8241729736328,7706350
2023-10-27,213.85000610351562,217.3000030517578,213.25,215.8000030517578,200.1161651611328,4623399
2023-10-30,215.75,217.0,214.4499969482422,216.4499969482422,200.71893310546875,2745365
2023-10-31,217.89999389648438,218.1999969482422,214.4499969482422,216.60000610351562,200.85804748535156,3233237
2023-11-01,217.0,226.89999389648438,216.3000030517578,223.75,207.48838806152344,11714180
2023-11-02,224.14999389648438,230.39999389648438,224.14999389648438,229.14999389648438,212.49591064453125,7719938
2023-11-03,231.1999969482422,235.64999389648438,231.1999969482422,232.75,215.83428955078125,9794909
2023-11-06,232.75,236.4499969482422,230.39999389648438,233.10000610351562,216.1588592529297,7768055
2023-11-07,233.10000610351562,238.89999389648438,233.10000610351562,237.75,220.4709014892578,8362338
2023-11-08,238.89999389648438,239.8000030517578,236.10000610351562,237.14999389648438,219.91448974609375,5322427
2023-11-09,237.0,238.3000030517578,234.25,235.1999969482422,218.10621643066406,3824543
2023-11-10,234.0,246.0,233.89999389648438,245.25,227.42581176757812,17676902
2023-11-13,244.5,244.6999969482422,241.39999389648438,241.9499969482422,224.3656463623047,4210127
2023-11-15,243.0,245.75,237.5500030517578,240.10000610351562,222.65011596679688,6420011
2023-11-16,241.0,241.6999969482422,234.35000610351562,238.8000030517578,221.444580078125,6844037
2023-11-17,238.0,243.9499969482422,238.0,239.5,222.0937042236328,9273728
2023-11-20,239.1999969482422,241.35000610351562,238.0500030517578,239.5500030517578,222.14007568359375,4219360
2023-11-21,241.5500030517578,242.5500030517578,239.5500030517578,240.3000030517578,222.8355712890625,4018369
2023-11-22,240.0,240.14999389648438,233.9499969482422,236.35000610351562,219.17263793945312,5432510
2023-11-23,236.5500030517578,237.35000610351562,233.25,234.14999389648438,217.1325225830078,3977608
2023-11-24,234.75,235.5,231.10000610351562,232.1999969482422,215.32424926757812,3866099
2023-11-28,235.0,235.0,231.89999389648438,234.39999389648438,217.36436462402344,7469037
2023-11-29,235.39999389648438,236.6999969482422,231.64999389648438,233.4499969482422,216.4833984375,7774049
2023-11-30,233.89999389648438,234.89999389648438,230.75,233.35000610351562,216.39068603515625,19036194
2023-12-01,234.8000030517578,242.0,233.5500030517578,239.39999389648438,222.00096130371094,9817732
2023-12-04,244.5,244.5,239.5,241.89999389648438,224.31927490234375,12552937
2023-12-05,242.1999969482422,246.8000030517578,239.0,242.39999389648438,224.78292846679688,10005319
2023-12-06,244.0,252.1999969482422,240.8000030517578,249.4499969482422,231.32057189941406,17430210
2023-12-07,250.9499969482422,251.25,245.4499969482422,248.85000610351562,230.76417541503906,6937185
2023-12-08,249.75,254.0,241.5,244.8000030517578,227.00851440429688,13224817
2023-12-11,247.14999389648438,249.75,244.3000030517578,248.5500030517578,230.48597717285156,5346227
2023-12-12,249.0,251.35000610351562,245.64999389648438,246.64999389648438,228.72406005859375,5675356
2023-12-13,247.1999969482422,255.8000030517578,243.64999389648438,253.35000610351562,234.9371337890625,15557190
2023-12-14,255.8000030517578,258.0,248.8000030517578,254.64999389648438,236.1426544189453,18271383
2023-12-15,258.54998779296875,259.8500061035156,255.64999389648438,257.20001220703125,238.50730895996094,17235864
2023-12-18,260.0,263.5,256.8999938964844,260.70001220703125,241.75296020507812,12388584
2023-12-19,266.25,266.3999938964844,259.25,262.1000061035156,243.05120849609375,17762921
2023-12-20,263.8999938964844,264.0,250.8000030517578,251.4499969482422,233.1752166748047,15309407
2023-12-21,251.0,256.8999938964844,249.10000610351562,255.9499969482422,237.34815979003906,10812029
2023-12-22,259.5,261.3500061035156,257.70001220703125,259.75,240.87197875976562,9677532
2023-12-26,262.0,262.8999938964844,259.54998779296875,261.70001220703125,242.68028259277344,12322864
2023-12-27,251.89999389648438,254.39999389648438,250.8000030517578,252.39999389648438,244.32586669921875,10673963
2023-12-28,253.0,259.3500061035156,253.0,257.54998779296875,249.3111114501953,15441735
2023-12-29,256.0,259.5,254.10000610351562,258.54998779296875,250.27914428710938,9136816
