Date,Open,High,Low,Close,Volume
2014-11-21,2770.50,2780.00,2690.00,2705.90,111341
2014-11-24,2735.00,2735.00,2651.00,2681.80,137387
2014-11-25,2682.00,2705.75,2628.15,2635.90,213065
2014-11-26,2638.00,2679.00,2625.75,2652.70,60397
2014-11-27,2655.00,2690.00,2637.55,2673.60,63765
2014-11-28,2666.00,2757.40,2650.00,2735.55,165883
2014-12-01,2699.00,2734.90,2655.00,2716.90,215738
2014-12-02,2692.00,2945.00,2692.00,2914.70,780612
2014-12-03,2915.05,2943.50,2870.10,2911.90,292132
2014-12-04,2919.00,2929.00,2850.00,2869.15,133183
2014-12-05,2875.55,2916.35,2830.20,2837.30,157940
2014-12-08,2869.00,2869.00,2799.05,2839.60,100800
2014-12-09,2839.65,2873.00,2768.05,2779.35,130075
2014-12-10,2765.55,2875.50,2752.10,2831.30,189321
2014-12-11,2820.00,2837.65,2741.10,2752.75,113734
2014-12-12,2734.00,2930.00,2734.00,2846.55,438171
2014-12-15,2820.00,2891.95,2818.10,2850.20,238383
2014-12-16,2840.00,2850.00,2750.10,2761.85,407037
2014-12-17,2778.00,2815.00,2700.00,2708.45,167297
2014-12-18,2741.00,2794.00,2741.00,2758.95,123824
2014-12-19,2775.10,2799.50,2730.00,2768.80,306009
2014-12-22,2785.90,2795.80,2750.05,2771.40,80929
2014-12-23,2775.00,2786.00,2761.00,2779.55,117913
2014-12-24,2785.00,2785.00,2702.50,2722.15,202391
2014-12-26,2727.00,2759.95,2713.65,2726.30,81540
2014-12-29,2750.00,2809.60,2731.00,2769.50,309151
2014-12-30,2780.05,2785.00,2751.00,2771.15,64260
2014-12-31,2771.00,2792.00,2745.00,2783.65,78006
2015-01-01,2780.00,2828.35,2755.00,2818.30,90388
2015-01-02,2820.00,2862.00,2791.45,2812.75,221442
2015-01-05,2833.00,2833.00,2775.00,2793.60,109102
2015-01-06,2798.00,2826.00,2752.75,2797.45,180898
2015-01-07,2781.00,2830.00,2753.05,2806.70,165113
2015-01-08,2809.00,2853.55,2802.65,2833.45,260886
2015-01-09,2845.00,2873.00,2831.60,2857.10,541752
2015-01-12,2950.00,3143.65,2914.00,3044.75,1548562
2015-01-13,3059.00,3138.80,3056.00,3104.05,562862
2015-01-14,3112.00,3135.00,3040.15,3064.45,289768
2015-01-15,3090.00,3090.00,3020.65,3040.15,218572
2015-01-16,3050.00,3238.90,3040.50,3204.25,706111
2015-01-19,3221.00,3414.00,3181.00,3373.25,672768
2015-01-20,3385.00,3448.00,3300.00,3365.00,681552
2015-01-21,3380.00,3404.90,3321.00,3339.30,280371
2015-01-22,3340.10,3575.00,3340.10,3549.05,940200
2015-01-23,3550.15,3585.95,3450.00,3524.95,489254
2015-01-27,3564.20,3579.95,3421.25,3494.25,392231
2015-01-28,3502.00,3502.00,3430.20,3464.05,234062
2015-01-29,3464.00,3500.05,3384.05,3497.90,350673
2015-01-30,3518.00,3574.95,3425.00,3451.35,354124
2015-02-02,3460.50,3525.00,3250.50,3261.80,533047
2015-02-03,3284.80,3398.00,3250.00,3369.70,384305
2015-02-04,3390.00,3432.35,3351.05,3376.75,261763
2015-02-05,3399.50,3447.05,3351.10,3390.85,198985
2015-02-06,3408.00,3440.00,3342.00,3370.80,125672
2015-02-09,3354.95,3418.40,3340.10,3383.45,128631
2015-02-10,3379.80,3423.80,3290.05,3313.45,175426
2015-02-11,3326.00,3355.85,3274.00,3306.35,175628
2015-02-12,3322.00,3410.00,3322.00,3379.50,164738
2015-02-13,3429.80,3458.00,3388.75,3420.30,170245
2015-02-16,3439.80,3439.80,3305.00,3323.60,153816
2015-02-18,3389.00,3409.70,3331.25,3355.85,871714
2015-02-19,3364.80,3400.00,3327.00,3340.40,136792
2015-02-20,3349.00,3349.00,3300.00,3309.55,103061
2015-02-23,3342.00,3354.00,3251.00,3267.05,105002
2015-02-24,3277.00,3311.75,3190.85,3261.75,233412
2015-02-25,3284.00,3398.70,3275.00,3371.85,280101
2015-02-26,3378.00,3497.00,3335.05,3475.80,324615
2015-02-27,3480.00,3524.00,3395.45,3421.00,276234
2015-03-02,3430.00,3494.50,3414.10,3468.65,140987
2015-03-03,3470.30,3643.00,3470.30,3601.15,408608
2015-03-04,3618.00,4048.00,3570.00,3856.05,815066
2015-03-05,3908.00,4082.00,3833.10,3861.65,561596
2015-03-09,3855.00,3998.00,3624.05,3646.60,623798
2015-03-10,3688.00,3723.00,3614.80,3675.05,249149
2015-03-11,3688.50,3720.00,3571.00,3620.45,244339
2015-03-12,3645.50,3677.70,3501.00,3531.90,342469
2015-03-13,3562.00,3634.00,3531.20,3546.70,289300
2015-03-16,3549.00,3595.00,3501.00,3553.15,149145
2015-03-17,3587.15,3719.90,3575.00,3694.60,339560
2015-03-18,3713.00,3815.00,3641.20,3780.20,382711
2015-03-19,3824.00,3879.00,3801.00,3854.65,204166
2015-03-20,3864.00,3871.70,3674.55,3705.90,215263
2015-03-23,3710.00,3723.90,3582.00,3593.45,131354
2015-03-24,3606.00,3753.80,3595.10,3663.70,235994
2015-03-25,3688.00,3759.90,3581.25,3600.35,294365
2015-03-26,3599.80,3639.45,3500.10,3524.85,260387
2015-03-27,3550.00,3618.00,3455.05,3581.90,283203
2015-03-30,3613.40,3684.95,3585.00,3658.30,163355
2015-03-31,3670.00,3704.00,3605.00,3657.30,235363
2015-04-01,3649.00,3655.10,3601.25,3633.50,162129
2015-04-06,3661.00,3714.95,3621.00,3686.55,144531
2015-04-07,3710.00,3778.00,3682.05,3765.90,276293
2015-04-08,3770.00,4030.00,3770.00,3940.85,670904
2015-04-09,3973.00,3983.80,3850.00,3861.00,193955
2015-04-10,3864.00,4030.00,3860.00,3902.20,348665
2015-04-13,3919.80,3938.00,3850.00,3880.65,146369
2015-04-15,3872.00,3959.95,3862.20,3888.20,192087
2015-04-16,3907.90,3909.70,3767.00,3817.45,213217
2015-04-17,3834.00,3895.00,3825.00,3845.45,134669
2015-04-20,3861.00,3861.00,3630.00,3669.60,287934
2015-04-21,3669.60,3669.60,3572.10,3585.10,288317
2015-04-22,3595.90,3648.20,3455.00,3531.65,258525
2015-04-23,3544.85,3613.30,3518.65,3557.10,220782
2015-04-24,3559.00,3568.00,3390.00,3416.25,192367
2015-04-27,3385.00,3466.00,3284.00,3298.20,469118
2015-04-28,3275.00,3464.00,3275.00,3438.25,306719
2015-04-29,3415.00,3425.00,3309.95,3360.65,222168
2015-04-30,3355.00,3394.00,3300.00,3330.15,271280
2015-05-04,3345.80,3554.60,3301.00,3525.75,287893
2015-05-05,3537.00,3644.00,3460.05,3613.55,255219
2015-05-06,3560.00,3605.00,3456.20,3477.20,198755
2015-05-07,3450.00,3510.05,3350.00,3374.80,251917
2015-05-08,3399.95,3445.00,3321.00,3331.35,158641
2015-05-11,3345.10,3398.50,3325.10,3369.85,181552
2015-05-12,3367.00,3367.00,3222.10,3262.30,191763
2015-05-14,3587.55,3740.00,3515.50,3674.20,440289
2015-05-15,3685.00,3792.00,3663.00,3726.55,285765
2015-05-18,3739.00,3847.00,3733.60,3789.25,259220
2015-05-19,3799.00,3868.00,3762.20,3802.15,228925
2015-05-20,3829.00,3829.00,3718.00,3735.30,202161
2015-05-21,3762.00,3780.00,3637.00,3699.45,223893
2015-05-22,3717.00,3729.00,3665.50,3707.20,195601
2015-05-25,3692.00,3778.00,3657.90,3732.65,132589
2015-05-26,3748.90,3786.95,3580.10,3629.40,415025
2015-05-27,3537.00,3659.85,3475.00,3500.60,524959
2015-05-28,3489.00,3525.00,3351.05,3426.80,469793
2015-05-29,3459.00,3680.00,3441.00,3636.60,1375055
2015-06-01,3550.00,3607.00,3501.25,3579.25,266895
2015-06-02,3579.00,3582.70,3511.00,3544.05,128048
2015-06-03,3540.00,3548.95,3355.00,3432.55,199963
2015-06-04,3456.00,3575.70,3429.00,3544.80,197523
2015-06-05,3524.90,3609.50,3491.00,3583.70,178384
2015-06-08,3624.90,3694.95,3522.25,3537.50,156332
2015-06-09,3539.95,3575.90,3461.00,3478.60,130032
2015-06-10,3495.00,3555.00,3470.00,3536.00,130975
2015-06-11,3563.55,3601.00,3530.00,3549.05,200448
2015-06-12,3549.05,3595.00,3500.00,3577.65,109244
2015-06-15,3582.90,3630.00,3552.00,3595.50,133844
2015-06-16,3599.00,3599.95,3485.20,3504.20,147727
2015-06-17,3517.00,3524.00,3445.05,3462.30,223016
2015-06-18,3467.60,3488.75,3400.55,3425.35,172309
2015-06-19,3448.00,3448.00,3336.60,3351.75,304932
2015-06-22,3364.00,3410.00,3340.00,3352.10,199906
2015-06-23,3364.50,3365.00,3261.05,3290.90,429217
2015-06-24,3317.90,3371.55,3300.00,3331.70,333932
2015-06-25,3328.00,3328.00,3282.40,3300.55,242429
2015-06-26,3304.95,3348.00,3275.00,3282.20,294518
2015-06-29,3250.00,3324.00,3199.95,3314.90,195398
2015-06-30,3343.00,3390.00,3288.00,3381.05,352524
2015-07-01,3391.00,3401.05,3348.00,3359.60,153113
2015-07-02,3390.00,3399.00,3300.10,3310.65,138489
2015-07-03,3319.80,3485.80,3310.00,3369.95,615860
2015-07-06,3341.00,3450.00,3330.00,3435.75,216347
2015-07-07,3450.00,3520.00,3450.00,3500.85,286708
2015-07-08,3489.85,3528.80,3410.10,3421.10,206429
2015-07-09,3450.00,3520.00,3434.15,3506.40,304424
2015-07-10,3521.00,3538.80,3451.25,3488.25,96111
2015-07-13,3486.00,3500.00,3453.00,3473.20,72477
2015-07-14,3494.00,3527.65,3460.20,3473.85,125749
2015-07-15,3483.00,3517.70,3474.05,3492.30,107988
2015-07-16,3482.00,3569.00,3482.00,3517.20,176045
2015-07-17,3521.90,3597.70,3489.15,3588.40,230454
2015-07-20,3610.00,3664.00,3599.90,3629.35,139199
2015-07-21,3632.00,3642.40,3500.00,3526.85,115087
2015-07-22,3530.00,3594.90,3501.75,3577.50,154092
2015-07-23,3574.30,3625.00,3535.00,3588.80,136723
2015-07-24,3622.00,3834.00,3583.10,3789.00,662975
2015-07-27,3785.00,3790.90,3670.00,3691.55,137848
2015-07-28,3697.90,3742.00,3635.00,3703.90,122801
2015-07-29,3705.00,3837.90,3620.00,3654.10,291787
2015-07-30,3669.00,3723.30,3660.25,3674.30,144219
2015-07-31,3649.00,3728.45,3649.00,3705.65,96056
2015-08-03,3724.95,3743.80,3586.50,3597.95,138076
2015-08-04,3627.80,3627.80,3492.10,3538.10,291603
2015-08-06,3699.00,3704.45,3586.55,3622.50,180381
2015-08-07,3611.00,3633.75,3566.00,3592.50,91389
2015-08-10,3597.00,3619.95,3551.45,3570.65,102262
2015-08-11,3587.90,3603.00,3532.00,3568.80,105076
2015-08-12,3560.00,3560.00,3462.60,3469.30,110683
2015-08-13,3485.00,3545.00,3477.15,3487.60,123472
2015-08-14,3520.00,3561.45,3401.10,3495.55,169291
2015-08-17,3496.80,3563.00,3471.00,3532.30,74030
2015-08-18,3540.00,3544.95,3485.20,3504.70,80605
2015-08-19,3500.00,3517.90,3462.50,3477.10,100051
2015-08-20,3478.80,3510.00,3411.00,3421.75,109597
2015-08-21,3408.90,3418.00,3350.00,3378.60,112564
2015-08-24,3300.30,3300.30,3047.10,3121.50,195109
2015-08-25,3178.00,3275.00,2970.00,3210.85,187053
2015-08-26,3210.85,3214.95,3075.15,3108.80,150150
2015-08-27,3152.00,3250.00,3152.00,3230.55,178178
2015-08-28,3239.95,3319.40,3221.10,3286.20,147826
2015-08-31,3252.00,3359.90,3252.00,3307.45,222514
2015-09-01,3295.70,3370.00,3236.30,3296.70,175800
2015-09-02,3314.95,3348.65,3251.00,3268.00,153328
2015-09-03,3294.85,3312.00,3242.00,3262.85,77571
2015-09-04,3259.70,3259.70,3138.00,3187.55,107050
2015-09-07,3164.50,3178.70,3051.05,3106.50,140063
2015-09-08,3120.50,3120.50,3021.25,3033.35,225039
2015-09-09,3095.45,3120.00,3035.00,3080.45,199679
2015-09-10,3057.80,3164.40,2980.00,3145.25,154826
2015-09-11,3149.00,3215.95,3135.00,3193.30,74852
2015-09-14,3179.20,3275.90,3135.30,3265.10,132543
2015-09-15,3242.00,3291.90,3185.00,3214.85,146285
2015-09-16,3200.00,3235.50,3152.00,3168.95,196174
2015-09-18,3200.00,3210.00,3120.00,3143.10,213371
2015-09-21,3120.00,3140.00,3090.55,3108.15,105525
2015-09-22,3138.25,3145.50,3065.00,3110.35,120193
2015-09-23,3099.80,3140.00,3046.00,3085.05,105367
2015-09-24,3095.95,3112.80,3077.55,3095.75,109128
2015-09-28,3110.85,3125.00,3051.00,3065.85,89875
2015-09-29,3041.00,3244.00,3001.00,3149.95,233296
2015-09-30,3164.90,3174.80,3075.00,3094.30,173413
2015-10-01,3125.00,3143.00,3081.00,3096.30,84586
2015-10-05,3128.00,3241.90,3127.00,3199.40,179173
2015-10-06,3228.90,3334.95,3203.00,3299.50,185118
2015-10-07,3320.00,3340.00,3262.20,3320.30,111821
2015-10-08,3338.80,3338.80,3281.00,3302.50,62502
2015-10-09,3285.00,3298.90,3165.05,3185.80,153696
2015-10-12,3140.00,3169.95,3102.00,3120.60,77827
2015-10-13,3120.00,3150.00,3091.00,3133.95,89573
2015-10-14,3159.00,3184.10,3126.90,3156.20,119731
2015-10-15,3158.00,3198.00,3115.05,3131.20,65798
2015-10-16,3141.00,3147.00,3110.00,3119.50,48350
2015-10-19,3120.00,3197.75,3120.00,3180.25,94029
2015-10-20,3170.00,3222.00,3158.15,3184.50,83074
2015-10-21,3170.00,3197.70,3121.50,3139.65,46538
2015-10-23,3164.00,3184.90,3131.00,3165.40,64058
2015-10-26,3178.00,3188.00,3115.00,3127.15,61697
2015-10-27,3135.70,3163.00,3105.35,3144.75,56412
2015-10-28,3144.60,3165.00,3095.50,3139.85,135103
2015-10-29,3163.00,3169.00,3106.00,3153.10,106748
2015-10-30,3160.00,3229.00,3111.00,3145.45,283545
2015-11-02,3172.00,3279.00,3125.30,3252.40,202147
2015-11-03,3389.80,3499.00,3332.00,3437.05,778518
2015-11-04,3464.00,3533.00,3394.15,3514.35,342486
2015-11-05,3500.00,3548.00,3425.00,3454.95,229573
2015-11-06,3465.00,3488.00,3415.00,3449.70,150938
2015-11-09,3356.00,3627.00,3356.00,3598.15,315279
2015-11-10,3580.00,3580.00,3465.10,3495.35,214746
2015-11-13,3533.00,3533.00,3466.00,3510.15,176378
2015-11-16,3487.10,3517.90,3432.60,3444.20,166125
2015-11-17,3468.90,3539.00,3436.45,3525.75,282253
2015-11-18,3504.00,3548.00,3462.00,3526.55,132143
2015-11-19,3544.50,3619.00,3501.00,3588.25,287516
2015-11-20,3590.00,3644.25,3574.00,3593.50,119585
2015-11-23,3597.00,3624.80,3383.30,3423.15,363616
2015-11-24,3430.95,3477.00,3355.60,3370.95,277455
2015-11-26,3396.00,3448.80,3172.60,3214.30,593983
2015-11-27,3250.00,3280.00,3154.30,3183.85,210392
2015-11-30,3205.90,3213.90,3095.40,3116.90,226287
2015-12-01,3131.00,3174.00,3110.45,3131.00,126563
2015-12-02,3148.90,3168.00,3092.75,3112.90,206539
2015-12-03,3114.00,3127.00,3077.10,3089.85,157494
2015-12-04,3110.00,3176.40,3079.45,3136.00,172086
2015-12-07,3152.00,3219.90,3152.00,3194.25,180106
2015-12-08,3189.90,3189.90,3105.00,3116.55,100949
2015-12-09,3114.80,3124.90,2970.00,2983.30,167429
2015-12-10,2980.00,3120.00,2980.00,3108.90,179307
2015-12-11,3108.90,3114.70,3037.05,3082.40,87657
2015-12-14,3072.20,3102.35,3010.00,3059.70,110294
2015-12-15,3083.00,3115.00,3018.00,3028.20,138974
2015-12-16,3051.00,3056.80,2982.60,2991.40,130141
2015-12-17,2995.10,3023.80,2972.00,2989.40,186506
2015-12-18,3016.10,3064.95,3005.00,3023.90,232443
2015-12-21,3025.00,3089.50,3010.60,3060.70,149753
2015-12-22,3064.00,3064.00,3016.00,3025.75,94356
2015-12-23,3044.00,3055.95,3024.00,3033.25,62090
2015-12-24,3044.80,3070.00,3001.00,3033.20,103468
2015-12-28,3040.00,3075.00,3030.00,3065.30,112608
2015-12-29,3070.00,3095.00,2976.00,2982.90,307712
2015-12-30,2965.00,2965.00,2890.00,2924.60,351179
2015-12-31,2925.10,3010.00,2924.95,2991.45,164252
2016-01-01,3001.00,3050.00,3001.00,3010.50,95919
2016-01-04,3009.00,3019.45,2941.00,2977.45,94042
2016-01-05,2984.00,2998.00,2930.10,2945.00,68209
2016-01-06,2949.00,2958.50,2884.00,2898.65,147928
2016-01-07,2867.65,2880.00,2765.00,2782.30,208075
2016-01-08,2800.00,2833.00,2738.00,2810.40,151135
2016-01-11,2804.90,2804.90,2736.00,2758.10,125728
2016-01-12,2768.00,2845.45,2764.00,2831.90,146163
2016-01-13,2839.95,2859.00,2751.00,2797.60,106582
2016-01-14,2778.00,2802.00,2747.30,2762.75,74139
2016-01-15,2798.00,2798.00,2665.60,2679.90,116362
2016-01-18,2650.00,2703.30,2549.95,2590.25,169042
2016-01-19,2600.00,2749.95,2590.00,2731.15,150992
2016-01-20,2694.95,2829.30,2654.85,2738.75,208314
2016-01-21,2754.00,2799.00,2641.10,2677.05,155979
2016-01-22,2700.00,2798.00,2692.15,2757.45,178929
2016-01-25,2784.00,2868.00,2675.05,2700.00,236536
2016-01-27,2799.00,2799.00,2565.10,2586.75,551661
2016-01-28,2550.10,2699.00,2550.10,2578.85,569770
2016-01-29,2605.00,2605.00,2427.00,2488.45,356102
2016-02-01,2528.00,2548.00,2445.00,2452.65,172208
2016-02-02,2467.90,2503.95,2435.15,2454.65,158787
2016-02-03,2439.00,2628.00,2416.75,2527.85,493012
2016-02-04,2550.00,2594.00,2430.00,2474.50,203697
2016-02-05,2474.50,2649.00,2474.50,2618.90,260218
2016-02-08,2670.00,2670.00,2585.00,2605.95,132113
2016-02-09,2592.00,2592.00,2494.05,2505.40,155391
2016-02-10,2522.00,2522.00,2401.10,2416.05,180904
2016-02-11,2434.00,2449.00,2280.00,2312.75,220785
2016-02-12,2305.00,2387.40,2285.00,2330.50,160303
2016-02-15,2375.00,2395.05,2331.00,2378.45,419318
2016-02-16,2365.00,2396.35,2274.35,2318.25,279316
2016-02-17,2338.00,2339.40,2235.80,2308.80,201667
2016-02-18,2338.00,2366.40,2225.45,2265.15,260623
2016-02-19,2284.80,2443.80,2270.00,2395.35,368134
2016-02-22,2430.00,2523.70,2406.00,2480.55,418159
2016-02-23,2488.00,2599.00,2471.65,2577.70,490581
2016-02-24,2563.00,2618.00,2534.20,2592.35,219573
2016-02-25,2591.00,2687.00,2570.00,2665.60,305010
2016-02-26,2774.00,2833.00,2665.65,2729.55,1367522
2016-02-29,2700.00,2716.45,2587.00,2650.65,454141
2016-03-01,2660.00,2697.00,2614.75,2639.80,242380
2016-03-02,2650.00,2685.00,2475.00,2509.60,550405
2016-03-03,2523.00,2530.00,2426.55,2481.00,578479
2016-03-04,2505.00,2524.90,2413.00,2432.10,391038
2016-03-08,2397.00,2485.00,2385.50,2438.65,546897
2016-03-09,2410.00,2436.65,2380.00,2414.10,259032
2016-03-10,2420.50,2434.90,2311.05,2349.00,482191
2016-03-11,2347.50,2474.00,2288.55,2385.00,1401293
2016-03-14,2381.00,2424.90,2365.05,2405.45,457091
2016-03-15,2420.00,2503.80,2405.00,2469.45,619895
2016-03-16,2471.00,2555.00,2471.00,2547.85,454711
2016-03-17,2574.80,2589.90,2505.00,2529.75,493271
2016-03-18,2541.00,2619.00,2508.35,2590.30,342041
2016-03-21,2596.00,2648.80,2576.15,2620.10,510902
2016-03-22,2625.95,2649.95,2592.55,2622.15,345847
2016-03-23,2623.90,2638.25,2580.35,2613.40,370970
2016-03-28,2603.00,2622.90,2566.25,2588.05,291779
2016-03-29,2581.90,2598.95,2541.00,2557.05,140366
2016-03-30,2564.00,2584.95,2520.15,2542.15,223951
2016-03-31,2541.00,2568.00,2471.00,2499.40,456929
2016-04-01,2484.00,2524.05,2465.00,2498.50,159587
2016-04-04,2490.00,2573.70,2465.00,2551.50,379468
2016-04-05,2540.00,2560.00,2426.65,2448.65,295771
2016-04-06,2450.00,2457.70,2352.10,2396.55,385730
2016-04-07,2394.00,2412.75,2330.10,2354.55,388672
2016-04-08,2351.00,2378.05,2341.00,2355.30,335462
2016-04-11,2327.00,2327.00,2230.00,2260.25,950283
2016-04-12,2260.40,2357.00,2254.05,2325.60,897226
2016-04-13,2348.00,2384.50,2327.00,2377.95,429634
2016-04-18,2376.00,2424.90,2343.50,2397.95,231600
2016-04-20,2399.00,2452.00,2386.00,2442.40,481325
2016-04-21,2442.10,2466.00,2381.00,2402.20,208817
2016-04-22,2400.00,2446.10,2367.30,2432.95,282925
2016-04-25,2415.00,2450.60,2415.00,2438.10,166223
2016-04-26,2405.00,2441.55,2395.00,2404.90,140685
2016-04-27,2404.90,2432.00,2337.00,2363.45,212073
2016-04-28,2370.00,2390.00,2330.00,2343.35,224961
2016-04-29,2343.90,2384.60,2323.00,2376.00,267964
2016-05-02,2378.85,2378.85,2350.10,2359.60,101020
2016-05-03,2368.00,2556.05,2350.20,2448.00,1379543
2016-05-04,2437.00,2522.00,2432.20,2489.45,748871
2016-05-05,2501.00,2608.05,2501.00,2595.75,693677
2016-05-06,2606.90,2615.00,2571.00,2580.55,307165
2016-05-09,2593.80,2622.00,2555.60,2585.85,315540
2016-05-10,2572.00,2659.80,2572.00,2639.65,494137
2016-05-11,2610.00,2720.00,2610.00,2693.25,553866
2016-05-12,2710.00,2723.20,2652.00,2677.65,455612
2016-05-13,2672.00,2729.00,2657.30,2678.70,338952
2016-05-16,2663.10,2684.00,2612.80,2634.80,203649
2016-05-17,2648.00,2658.05,2617.20,2626.95,327219
2016-05-18,2622.70,2638.00,2516.00,2534.35,392361
2016-05-19,2530.00,2564.20,2433.05,2445.15,365342
2016-05-20,2446.00,2497.00,2437.35,2445.55,314695
2016-05-23,2455.00,2488.80,2402.00,2466.55,236629
2016-05-24,2461.00,2494.65,2432.75,2464.45,226274
2016-05-25,2484.70,2514.40,2460.55,2498.45,237148
2016-05-26,2509.00,2540.00,2451.90,2464.65,473140
2016-05-27,2435.00,2524.10,2365.00,2481.15,843126
2016-05-30,2505.00,2507.00,2464.10,2489.40,155658
2016-05-31,2501.10,2514.45,2450.00,2470.10,582696
2016-06-01,2470.00,2490.00,2455.00,2462.85,122901
2016-06-02,2465.10,2499.00,2450.00,2491.40,137260
2016-06-03,2499.00,2537.00,2461.00,2494.70,234876
2016-06-06,2481.10,2527.85,2465.00,2474.25,103862
2016-06-07,2503.00,2507.85,2452.00,2464.55,167923
2016-06-08,2475.00,2479.00,2436.60,2442.45,157849
2016-06-09,2451.95,2498.00,2406.60,2463.75,261451
2016-06-10,2458.95,2478.85,2420.00,2428.05,238351
2016-06-13,2420.00,2456.00,2405.00,2439.45,184376
2016-06-14,2440.45,2463.10,2426.05,2429.70,96322
2016-06-15,2448.00,2448.00,2420.05,2428.15,83368
2016-06-16,2429.00,2453.95,2417.05,2438.95,256280
2016-06-17,2449.95,2470.00,2432.50,2448.90,154835
2016-06-20,2430.00,2464.40,2425.00,2449.50,304832
2016-06-21,2459.00,2459.90,2418.00,2432.55,206458
2016-06-22,2422.00,2454.00,2408.80,2417.90,109665
2016-06-23,2423.50,2433.00,2396.00,2419.35,149261
2016-06-24,2399.00,2399.00,2325.20,2359.35,277482
2016-06-27,2387.00,2409.80,2359.35,2397.05,139665
2016-06-28,2407.00,2437.50,2389.05,2419.35,124298
2016-06-29,2430.00,2474.80,2422.25,2462.90,112983
2016-06-30,2483.00,2535.00,2438.25,2500.15,602208
2016-07-01,2496.00,2578.00,2490.05,2568.65,331270
2016-07-04,2592.90,2623.90,2568.85,2613.75,397940
2016-07-05,2600.00,2694.00,2591.30,2682.80,372561
2016-07-07,2690.00,2698.70,2618.90,2625.65,283255
2016-07-08,2625.65,2645.65,2610.95,2624.65,138958
2016-07-11,2625.00,2674.00,2557.60,2576.75,325591
2016-07-12,2572.70,2593.95,2512.00,2542.90,350969
2016-07-13,2533.00,2553.70,2494.10,2501.10,251880
2016-07-14,2500.00,2525.00,2485.05,2499.60,410992
2016-07-15,2505.00,2522.95,2418.45,2446.15,330171
2016-07-18,2455.00,2490.00,2431.00,2482.60,191041
2016-07-19,2472.00,2489.95,2403.00,2423.85,286465
2016-07-20,2431.40,2431.40,2381.00,2393.25,364466
2016-07-21,2401.50,2421.00,2362.00,2373.70,259365
2016-07-22,2387.80,2410.00,2351.00,2402.90,386906
2016-07-25,2413.80,2474.00,2406.00,2457.05,276390
2016-07-26,2482.00,2517.50,2448.00,2457.05,297535
2016-07-27,2500.00,2568.35,2460.00,2549.95,444692
2016-07-28,2570.00,2599.00,2512.00,2531.85,323811
2016-07-29,2535.00,2556.80,2445.00,2454.30,449299
2016-08-01,2455.00,2472.80,2373.25,2384.60,497818
2016-08-02,2389.00,2437.20,2365.00,2389.60,563637
2016-08-03,2389.10,2411.00,2309.20,2316.15,540970
2016-08-04,2323.00,2333.95,2178.15,2201.15,869047
2016-08-05,2222.50,2265.00,2211.05,2252.50,462246
2016-08-08,2267.00,2273.80,2221.00,2238.05,488124
2016-08-09,2246.00,2254.35,2193.00,2199.95,459481
2016-08-10,2208.80,2213.70,2118.00,2158.80,1043462
2016-08-11,2150.00,2284.20,2141.10,2252.10,635694
2016-08-12,2274.00,2324.15,2258.00,2271.10,523158
2016-08-16,2281.70,2281.70,2202.30,2224.20,382731
2016-08-17,2228.00,2251.55,2186.10,2203.10,245417
2016-08-18,2163.00,2272.00,2163.00,2249.20,474765
2016-08-19,2267.00,2282.00,2245.00,2261.80,239979
2016-08-22,2266.00,2279.50,2212.15,2229.40,234506
2016-08-23,2235.00,2309.45,2212.55,2299.50,374968
2016-08-24,2291.00,2323.00,2281.05,2308.55,194098
2016-08-25,2320.00,2320.00,2273.45,2284.85,681448
2016-08-26,2294.00,2338.00,2287.00,2311.80,259820
2016-08-29,2311.00,2314.40,2270.60,2286.45,189152
2016-08-30,2296.90,2334.95,2291.00,2310.40,178108
2016-08-31,2305.20,2361.35,2305.00,2313.05,337129
2016-09-01,2313.00,2348.20,2300.05,2320.10,141619
2016-09-02,2335.90,2345.00,2312.10,2339.05,105231
2016-09-06,2342.00,2379.50,2326.60,2372.35,192104
2016-09-07,2375.80,2387.65,2351.10,2362.30,169120
2016-09-08,2360.00,2372.00,2340.05,2358.75,203275
2016-09-09,2358.75,2371.00,2315.20,2318.35,175436
2016-09-12,2150.00,2328.00,2150.00,2281.50,445484
2016-09-14,2294.00,2328.00,2290.90,2317.35,195356
2016-09-15,2322.00,2328.90,2288.35,2305.35,240856
2016-09-16,2318.00,2367.50,2305.00,2344.60,382981
2016-09-19,2346.00,2359.00,2314.25,2319.70,261088
2016-09-20,2325.00,2336.00,2296.05,2307.85,179971
2016-09-21,2316.00,2326.50,2305.50,2314.80,162038
2016-09-22,2339.00,2345.00,2303.40,2310.10,183684
2016-09-23,2316.10,2333.00,2286.00,2292.05,187317
2016-09-26,2291.70,2317.00,2273.25,2282.10,247753
2016-09-27,2293.80,2301.95,2275.30,2285.35,220824
2016-09-28,2320.00,2323.00,2295.05,2305.85,166805
2016-09-29,2359.00,2458.10,2250.05,2305.60,2010806
2016-09-30,2340.00,2478.00,2340.00,2466.45,1343138
2016-10-03,2415.00,2446.95,2386.30,2425.55,343453
2016-10-04,2430.00,2561.00,2430.00,2548.05,832337
2016-10-05,2556.70,2600.00,2504.60,2558.30,582658
2016-10-06,2561.00,2585.35,2492.20,2517.60,309853
2016-10-07,2517.60,2542.90,2451.30,2475.75,288285
2016-10-10,2483.40,2536.80,2462.20,2468.75,382138
2016-10-13,2468.00,2508.80,2421.00,2454.00,309009
2016-10-14,2464.90,2483.20,2405.00,2415.95,224776
