Date,Open,High,Low,Close,Volume
2014-04-17,2876.00,2876.00,2851.25,2853.40,881673
2014-04-21,2867.70,2870.15,2831.10,2847.30,403455
2014-04-22,2854.90,2854.90,2831.25,2833.10,441483
2014-04-23,2835.45,2848.35,2802.75,2818.25,1050907
2014-04-25,2856.90,2856.90,2796.00,2814.15,824260
2014-04-28,2814.15,2830.00,2794.65,2798.90,728034
2014-04-29,2795.00,2800.05,2759.00,2784.40,654320
2014-04-30,2795.00,2797.00,2760.55,2768.50,398169
2014-05-02,2778.70,2784.90,2760.25,2775.05,328674
2014-05-05,2775.20,2780.00,2762.05,2764.95,274575
2014-05-06,2769.00,2798.80,2756.10,2776.55,702238
2014-05-07,2789.00,2793.50,2770.55,2774.10,340844
2014-05-08,2777.00,2790.00,2768.00,2771.30,229115
2014-05-09,2785.00,2786.75,2765.00,2777.40,424163
2014-05-12,2787.90,2787.90,2696.85,2700.15,997784
2014-05-13,2710.00,2735.55,2681.25,2702.75,872771
2014-05-14,2703.00,2724.85,2672.05,2680.85,725037
2014-05-15,2685.00,2692.00,2592.00,2612.20,1054775
2014-05-16,2622.05,2680.00,2615.00,2646.25,1046656
2014-05-19,2670.00,2675.00,2596.05,2621.00,926715
2014-05-20,2632.00,2660.00,2619.00,2629.80,841081
2014-05-21,2622.00,2768.20,2622.00,2757.75,1471739
2014-05-22,2775.05,2806.00,2741.20,2783.55,1293247
2014-05-23,2787.00,2816.80,2775.10,2793.00,1049287
2014-05-26,2804.80,2821.65,2780.05,2794.00,1627267
2014-05-27,2792.00,2814.00,2792.00,2804.00,1577776
2014-05-28,2820.00,2851.10,2805.00,2838.30,1567550
2014-05-29,2848.00,2874.00,2817.00,2826.70,3201321
2014-05-30,2842.00,2853.00,2811.25,2818.10,1347238
2014-06-02,2817.00,2857.95,2817.00,2848.85,1069872
2014-06-03,2860.00,2860.00,2838.05,2841.10,739665
2014-06-04,2848.00,2852.85,2834.45,2836.65,712554
2014-06-05,2844.00,2855.00,2835.05,2850.90,533631
2014-06-06,2852.00,2860.00,2841.20,2852.35,761392
2014-06-09,2845.00,2869.00,2842.00,2863.50,968928
2014-06-10,2870.00,2875.00,2846.95,2851.35,1094682
2014-06-11,2852.90,2852.90,2781.35,2790.70,2260954
2014-06-12,2793.90,2800.00,2772.00,2775.75,1143331
2014-06-13,2775.15,2789.80,2700.00,2782.50,6222837
2014-06-16,2799.00,2800.50,2727.00,2783.85,2781508
2014-06-17,2774.00,2788.05,2725.15,2747.20,2068947
2014-06-18,2699.00,2829.90,2640.65,2802.40,1340880
2014-06-19,2787.40,2787.40,2542.00,2601.20,1195144
2014-06-20,2555.00,2704.85,2511.00,2680.15,1298998
2014-06-23,2695.10,2695.75,2580.00,2594.95,395223
2014-06-24,2589.95,2637.70,2576.20,2607.55,433561
2014-06-25,2610.00,2690.00,2592.20,2642.30,466343
2014-06-26,2644.00,2694.05,2555.70,2576.25,654914
2014-06-27,2547.00,2547.00,2475.25,2490.35,459195
2014-06-30,2464.95,2464.95,2380.65,2396.05,1828292
2014-07-01,2392.00,2451.70,2392.00,2417.40,990404
2014-07-02,2425.00,2504.00,2412.20,2484.10,3029619
2014-07-03,2488.00,2535.35,2480.55,2490.60,1931755
2014-07-04,2500.00,2508.95,2433.40,2454.80,1088862
2014-07-07,2479.90,2479.90,2385.25,2401.85,2361398
2014-07-08,2416.50,2434.95,2321.20,2344.35,956396
2014-07-09,2355.00,2355.00,2290.00,2295.90,748972
2014-07-10,2290.10,2368.00,2253.90,2347.50,1062111
2014-07-11,2362.00,2372.00,2255.20,2295.10,980458
2014-07-14,2300.00,2348.80,2300.00,2333.40,554996
2014-07-15,2358.85,2379.90,2342.70,2369.55,560315
2014-07-16,2375.00,2411.00,2355.00,2401.20,488404
2014-07-17,2406.20,2418.00,2380.30,2401.75,322763
2014-07-18,2395.00,2397.75,2373.35,2384.60,283331
2014-07-21,2384.60,2419.90,2384.60,2400.80,463919
2014-07-22,2400.00,2415.05,2376.05,2387.15,322208
2014-07-23,2396.30,2419.00,2378.00,2391.95,378232
2014-07-24,2400.00,2409.00,2380.00,2403.65,216249
2014-07-25,2415.00,2417.00,2381.20,2403.20,212060
2014-07-28,2382.00,2413.40,2382.00,2397.75,441602
2014-07-30,2377.50,2405.70,2342.00,2362.85,496382
2014-07-31,2387.00,2387.00,2334.20,2355.90,1498300
2014-08-01,2356.00,2372.00,2325.00,2330.45,435972
2014-08-04,2320.00,2405.60,2311.90,2393.40,775923
2014-08-05,2387.00,2415.00,2360.00,2385.20,212164
2014-08-06,2384.80,2403.75,2345.00,2359.55,477343
2014-08-07,2372.00,2372.00,2337.05,2343.55,186645
2014-08-08,2323.10,2352.00,2320.00,2325.90,374417
2014-08-11,2350.00,2353.95,2292.05,2300.00,365049
2014-08-12,2301.20,2333.45,2297.15,2306.40,282012
2014-08-13,2306.00,2319.00,2285.00,2297.20,401536
2014-08-14,2280.10,2374.00,2280.10,2362.30,455921
2014-08-18,2343.20,2385.00,2332.10,2366.80,364762
2014-08-19,2355.10,2456.00,2355.10,2437.45,642752
2014-08-20,2431.20,2470.00,2427.00,2455.55,364997
2014-08-21,2390.00,2437.55,2381.00,2402.10,1887175
2014-08-22,2340.00,2424.50,2302.10,2410.20,2394875
2014-08-25,2410.00,2421.00,2371.10,2380.30,666824
2014-08-26,2375.00,2435.00,2365.05,2396.90,774272
2014-08-27,2412.00,2426.25,2390.00,2408.50,465767
2014-08-28,2408.50,2431.00,2383.85,2398.05,968552
2014-09-01,2400.00,2444.70,2398.05,2408.10,326510
2014-09-02,2406.00,2439.00,2383.40,2432.85,264977
2014-09-03,2428.00,2447.50,2385.20,2401.05,351524
2014-09-04,2341.00,2436.00,2341.00,2392.45,1069759
2014-09-05,2380.00,2381.95,2225.00,2283.15,973205
2014-09-08,2290.00,2320.00,2252.15,2273.20,627275
2014-09-09,2275.20,2308.00,2257.10,2288.95,429052
2014-09-10,2267.00,2279.00,2237.00,2259.10,426605
2014-09-11,2274.90,2293.20,2231.00,2283.80,453441
2014-09-12,2283.80,2308.70,2257.50,2295.35,516894
2014-09-15,2300.00,2405.00,2280.00,2357.90,592992
2014-09-16,2355.00,2404.00,2345.20,2368.25,863004
2014-09-17,2375.00,2424.35,2360.90,2402.35,513429
2014-09-18,2410.00,2414.00,2340.00,2379.50,1304194
2014-09-19,2398.00,2423.10,2335.20,2353.50,334033
2014-09-22,2345.00,2380.00,2325.00,2360.80,104344
2014-09-23,2381.20,2434.00,2345.00,2357.55,298895
2014-09-24,2342.00,2400.00,2342.00,2390.35,158461
2014-09-25,2370.00,2397.00,2313.00,2346.70,266106
2014-09-26,2346.70,2390.00,2343.30,2380.40,114160
2014-09-29,2380.00,2399.70,2361.40,2385.45,143562
2014-09-30,2379.00,2448.00,2370.05,2402.80,273233
2014-10-01,2410.00,2415.40,2330.05,2350.85,154608
2014-10-07,2345.00,2345.05,2260.30,2311.65,408263
2014-10-08,2320.00,2350.00,2289.00,2297.05,210447
2014-10-09,2324.00,2350.00,2304.95,2338.35,92126
2014-10-10,2338.35,2385.45,2307.00,2351.80,95807
2014-10-13,2350.00,2422.40,2319.95,2412.05,189887
2014-10-14,2435.00,2464.80,2401.00,2441.35,279518
2014-10-16,2430.00,2439.00,2360.00,2378.00,201229
2014-10-17,2380.00,2429.90,2349.05,2373.45,197476
2014-10-20,2353.15,2598.80,2353.15,2556.30,1189638
2014-10-21,2575.00,2595.00,2483.80,2574.40,589728
2014-10-22,2584.95,2623.70,2540.00,2593.95,393205
2014-10-27,2620.00,2684.35,2540.00,2662.20,398378
2014-10-28,2667.75,2710.00,2622.00,2682.00,430392
2014-10-29,2695.00,2714.90,2675.00,2688.85,268821
2014-10-30,2695.00,2743.60,2666.00,2735.90,256274
2014-10-31,2744.20,2770.00,2725.90,2763.85,214668
2014-11-03,2785.00,2785.00,2682.00,2697.20,222093
2014-11-05,2681.00,2724.90,2551.20,2579.90,473512
2014-11-07,2592.70,2608.00,2525.60,2584.95,320893
2014-11-10,2584.95,2648.80,2572.05,2616.05,213582
2014-11-11,2616.00,2651.00,2610.00,2643.75,180365
2014-11-12,2648.00,2735.00,2643.00,2724.50,269378
2014-11-13,2737.00,2748.00,2680.15,2702.60,171260
2014-11-14,2725.00,2760.00,2701.00,2723.05,168081
2014-11-17,2721.00,2765.00,2688.05,2723.80,209664
2014-11-18,2724.00,2767.00,2720.00,2757.85,142748
2014-11-19,2741.00,2794.00,2730.00,2761.30,118915
2014-11-20,2760.90,2775.00,2736.00,2764.75,100448
