"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Jan-2016","EQ","3,001.00","3,050.00","3,001.00","2,991.45","3,010.00","3,010.50","3,025.51","4,082.00","2,731.00","95,919","29,02,03,941.75","9,810"
"31-Dec-2015","EQ","2,925.10","3,010.00","2,924.95","2,924.60","3,000.55","2,991.45","2,968.96","4,082.00","2,731.00","1,64,252","48,76,57,252.35","14,333"
"30-Dec-2015","EQ","2,965.00","2,965.00","2,890.00","2,982.90","2,915.55","2,924.60","2,921.57","4,082.00","2,731.00","3,51,179","1,02,59,94,919.80","25,443"
"29-Dec-2015","EQ","3,070.00","3,095.00","2,976.00","3,065.30","2,979.00","2,982.90","3,024.08","4,082.00","2,731.00","3,07,712","93,05,45,623.85","25,717"
"28-Dec-2015","EQ","3,040.00","3,075.00","3,030.00","3,033.20","3,066.00","3,065.30","3,056.16","4,082.00","2,731.00","1,12,608","34,41,47,718.35","9,031"
"24-Dec-2015","EQ","3,044.80","3,070.00","3,001.00","3,033.25","3,016.00","3,033.20","3,038.05","4,082.00","2,702.50","1,03,468","31,43,40,820.15","9,422"
"23-Dec-2015","EQ","3,044.00","3,055.95","3,024.00","3,025.75","3,038.00","3,033.25","3,040.58","4,082.00","2,702.50","62,090","18,87,89,533.05","5,669"
"22-Dec-2015","EQ","3,064.00","3,064.00","3,016.00","3,060.70","3,020.20","3,025.75","3,033.31","4,082.00","2,702.50","94,356","28,62,11,163.15","8,715"
"21-Dec-2015","EQ","3,025.00","3,089.50","3,010.60","3,023.90","3,046.05","3,060.70","3,058.47","4,082.00","2,702.50","1,49,753","45,80,14,333.30","11,700"
"18-Dec-2015","EQ","3,016.10","3,064.95","3,005.00","2,989.40","3,022.00","3,023.90","3,035.88","4,082.00","2,700.00","2,32,443","70,56,70,056.25","22,279"
"17-Dec-2015","EQ","2,995.10","3,023.80","2,972.00","2,991.40","2,989.10","2,989.40","2,993.94","4,082.00","2,700.00","1,86,506","55,83,87,016.30","15,940"
"16-Dec-2015","EQ","3,051.00","3,056.80","2,982.60","3,028.20","2,986.05","2,991.40","3,011.35","4,082.00","2,700.00","1,30,141","39,18,99,845.70","17,487"
"15-Dec-2015","EQ","3,083.00","3,115.00","3,018.00","3,059.70","3,020.20","3,028.20","3,050.22","4,082.00","2,700.00","1,38,974","42,39,01,805.75","10,592"
"14-Dec-2015","EQ","3,072.20","3,102.35","3,010.00","3,082.40","3,066.05","3,059.70","3,054.59","4,082.00","2,700.00","1,10,294","33,69,02,542.20","10,589"
"11-Dec-2015","EQ","3,108.90","3,114.70","3,037.05","3,108.90","3,071.75","3,082.40","3,067.03","4,082.00","2,700.00","87,657","26,88,46,876.90","8,216"
"10-Dec-2015","EQ","2,980.00","3,120.00","2,980.00","2,983.30","3,116.50","3,108.90","3,072.80","4,082.00","2,700.00","1,79,307","55,09,74,174.50","21,815"
"09-Dec-2015","EQ","3,114.80","3,124.90","2,970.00","3,116.55","2,978.00","2,983.30","3,029.23","4,082.00","2,700.00","1,67,429","50,71,80,552.00","16,614"
"08-Dec-2015","EQ","3,189.90","3,189.90","3,105.00","3,194.25","3,108.05","3,116.55","3,139.56","4,082.00","2,700.00","1,00,949","31,69,35,072.65","12,084"
"07-Dec-2015","EQ","3,152.00","3,219.90","3,152.00","3,136.00","3,188.60","3,194.25","3,194.46","4,082.00","2,700.00","1,80,106","57,53,41,722.15","21,001"
"04-Dec-2015","EQ","3,110.00","3,176.40","3,079.45","3,089.85","3,138.95","3,136.00","3,138.09","4,082.00","2,655.00","1,72,086","54,00,22,067.80","14,426"
"03-Dec-2015","EQ","3,114.00","3,127.00","3,077.10","3,112.90","3,102.00","3,089.85","3,101.97","4,082.00","2,655.00","1,57,494","48,85,40,930.90","24,955"
"02-Dec-2015","EQ","3,148.90","3,168.00","3,092.75","3,131.00","3,116.00","3,112.90","3,129.91","4,082.00","2,655.00","2,06,539","64,64,47,673.50","20,093"
"01-Dec-2015","EQ","3,131.00","3,174.00","3,110.45","3,116.90","3,135.00","3,131.00","3,142.53","4,082.00","2,655.00","1,26,563","39,77,27,397.70","16,771"
"30-Nov-2015","EQ","3,205.90","3,213.90","3,095.40","3,183.85","3,102.35","3,116.90","3,137.21","4,082.00","2,655.00","2,26,287","70,99,09,359.75","20,505"
"27-Nov-2015","EQ","3,250.00","3,280.00","3,154.30","3,214.30","3,183.00","3,183.85","3,218.51","4,082.00","2,625.75","2,10,392","67,71,47,994.00","18,819"
"26-Nov-2015","EQ","3,396.00","3,448.80","3,172.60","3,370.95","3,215.00","3,214.30","3,269.71","4,082.00","2,625.75","5,93,983","1,94,21,49,306.00","44,580"
"24-Nov-2015","EQ","3,430.95","3,477.00","3,355.60","3,423.15","3,363.90","3,370.95","3,392.92","4,082.00","2,625.75","2,77,455","94,13,81,500.45","21,361"
"23-Nov-2015","EQ","3,597.00","3,624.80","3,383.30","3,593.50","3,431.00","3,423.15","3,479.18","4,082.00","2,625.75","3,63,616","1,26,50,85,907.50","26,363"
"20-Nov-2015","EQ","3,590.00","3,644.25","3,574.00","3,588.25","3,586.20","3,593.50","3,606.54","4,082.00","2,625.75","1,19,585","43,12,87,559.15","14,740"
"19-Nov-2015","EQ","3,544.50","3,619.00","3,501.00","3,526.55","3,580.00","3,588.25","3,578.67","4,082.00","2,625.75","2,87,516","1,02,89,23,553.65","15,458"
"18-Nov-2015","EQ","3,504.00","3,548.00","3,462.00","3,525.75","3,525.00","3,526.55","3,517.79","4,082.00","2,625.75","1,32,143","46,48,51,135.95","13,063"
"17-Nov-2015","EQ","3,468.90","3,539.00","3,436.45","3,444.20","3,508.00","3,525.75","3,479.11","4,082.00","2,625.75","2,82,253","98,19,90,400.35","23,539"
"16-Nov-2015","EQ","3,487.10","3,517.90","3,432.60","3,510.15","3,448.00","3,444.20","3,462.54","4,082.00","2,625.75","1,66,125","57,52,14,245.90","13,976"
"13-Nov-2015","EQ","3,533.00","3,533.00","3,466.00","3,545.65","3,481.00","3,510.15","3,501.97","4,082.00","2,572.05","1,76,378","61,76,69,613.25","10,673"
"11-Nov-2015","EQ","3,529.00","3,558.00","3,516.85","3,495.35","3,535.00","3,545.65","3,539.32","4,082.00","2,572.05","33,517","11,86,27,447.40","3,369"
"10-Nov-2015","EQ","3,580.00","3,580.00","3,465.10","3,598.15","3,468.00","3,495.35","3,531.34","4,082.00","2,572.05","2,14,746","75,83,41,815.90","19,570"
"09-Nov-2015","EQ","3,356.00","3,627.00","3,356.00","3,449.70","3,599.00","3,598.15","3,552.80","4,082.00","2,572.05","3,15,279","1,12,01,23,450.40","24,974"
"06-Nov-2015","EQ","3,465.00","3,488.00","3,415.00","3,454.95","3,425.00","3,449.70","3,451.84","4,082.00","2,525.60","1,50,938","52,10,14,439.45","16,727"
"05-Nov-2015","EQ","3,500.00","3,548.00","3,425.00","3,514.35","3,432.45","3,454.95","3,487.85","4,082.00","2,525.60","2,29,573","80,07,15,323.30","19,729"
"04-Nov-2015","EQ","3,464.00","3,533.00","3,394.15","3,437.05","3,514.00","3,514.35","3,470.60","4,082.00","2,525.60","3,42,486","1,18,86,32,324.45","31,333"
"03-Nov-2015","EQ","3,389.80","3,499.00","3,332.00","3,252.40","3,421.10","3,437.05","3,424.40","4,082.00","2,525.60","7,78,518","2,66,59,59,609.60","63,022"
"02-Nov-2015","EQ","3,172.00","3,279.00","3,125.30","3,145.45","3,265.00","3,252.40","3,219.20","4,082.00","2,525.60","2,02,147","65,07,52,050.75","14,956"
"30-Oct-2015","EQ","3,160.00","3,229.00","3,111.00","3,153.10","3,139.50","3,145.45","3,199.47","4,082.00","2,525.60","2,83,545","90,71,93,711.15","16,995"
"29-Oct-2015","EQ","3,163.00","3,169.00","3,106.00","3,139.85","3,154.00","3,153.10","3,134.83","4,082.00","2,525.60","1,06,748","33,46,37,184.60","10,281"
"28-Oct-2015","EQ","3,144.60","3,165.00","3,095.50","3,144.75","3,160.00","3,139.85","3,119.42","4,082.00","2,525.60","1,35,103","42,14,43,588.05","17,326"
"27-Oct-2015","EQ","3,135.70","3,163.00","3,105.35","3,127.15","3,150.00","3,144.75","3,136.93","4,082.00","2,525.60","56,412","17,69,60,264.45","8,351"
"26-Oct-2015","EQ","3,178.00","3,188.00","3,115.00","3,165.40","3,125.75","3,127.15","3,142.22","4,082.00","2,525.60","61,697","19,38,65,536.35","9,133"
"23-Oct-2015","EQ","3,164.00","3,184.90","3,131.00","3,139.65","3,161.40","3,165.40","3,163.26","4,082.00","2,353.15","64,058","20,26,32,294.85","8,547"
"21-Oct-2015","EQ","3,170.00","3,197.70","3,121.50","3,184.50","3,128.00","3,139.65","3,156.85","4,082.00","2,353.15","46,538","14,69,13,529.85","4,198"
"20-Oct-2015","EQ","3,170.00","3,222.00","3,158.15","3,180.25","3,180.00","3,184.50","3,190.66","4,082.00","2,353.15","83,074","26,50,61,189.95","7,366"
"19-Oct-2015","EQ","3,120.00","3,197.75","3,120.00","3,119.50","3,171.15","3,180.25","3,165.79","4,082.00","2,353.15","94,029","29,76,75,687.95","7,509"
"16-Oct-2015","EQ","3,141.00","3,147.00","3,110.00","3,131.20","3,111.25","3,119.50","3,126.21","4,082.00","2,319.95","48,350","15,11,52,055.40","4,545"
"15-Oct-2015","EQ","3,158.00","3,198.00","3,115.05","3,156.20","3,120.00","3,131.20","3,161.04","4,082.00","2,319.95","65,798","20,79,90,147.10","5,283"
"14-Oct-2015","EQ","3,159.00","3,184.10","3,126.90","3,133.95","3,147.15","3,156.20","3,156.89","4,082.00","2,319.95","1,19,731","37,79,78,053.00","10,275"
"13-Oct-2015","EQ","3,120.00","3,150.00","3,091.00","3,120.60","3,142.00","3,133.95","3,118.74","4,082.00","2,319.95","89,573","27,93,55,328.85","9,098"
"12-Oct-2015","EQ","3,140.00","3,169.95","3,102.00","3,185.80","3,110.00","3,120.60","3,125.26","4,082.00","2,319.95","77,827","24,32,29,574.45","8,657"
"09-Oct-2015","EQ","3,285.00","3,298.90","3,165.05","3,302.50","3,176.00","3,185.80","3,211.12","4,082.00","2,260.30","1,53,696","49,35,36,509.00","15,954"
