"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"30-Dec-2016","EQ","1,925.80","1,955.00","1,919.40","1,913.50","1,944.00","1,942.80","1,939.71","3,095.00","1,773.45","1,31,501","25,50,73,702.50","8,402"
"29-Dec-2016","EQ","1,865.00","1,926.45","1,865.00","1,877.65","1,915.00","1,913.50","1,909.79","3,095.00","1,773.45","3,19,614","61,03,94,322.30","14,282"
"28-Dec-2016","EQ","1,873.00","1,893.00","1,855.00","1,858.30","1,878.15","1,877.65","1,880.06","3,095.00","1,773.45","1,66,999","31,39,67,785.75","10,890"
"27-Dec-2016","EQ","1,839.00","1,869.00","1,819.95","1,827.85","1,857.80","1,858.30","1,845.54","3,095.00","1,773.45","97,643","18,02,03,604.75","5,405"
"26-Dec-2016","EQ","1,847.80","1,852.20","1,825.10","1,852.55","1,827.10","1,827.85","1,836.73","3,095.00","1,773.45","1,26,331","23,20,35,826.55","9,650"
"23-Dec-2016","EQ","1,885.00","1,895.15","1,846.35","1,885.45","1,850.50","1,852.55","1,867.16","3,095.00","1,773.45","1,48,555","27,73,75,681.75","10,670"
"22-Dec-2016","EQ","1,890.00","1,899.90","1,866.00","1,899.75","1,882.05","1,885.45","1,882.94","3,095.00","1,773.45","1,89,563","35,69,35,923.75","21,016"
"21-Dec-2016","EQ","1,913.00","1,936.00","1,882.25","1,913.55","1,884.05","1,899.75","1,914.92","3,095.00","1,773.45","1,39,790","26,76,87,125.00","10,469"
"20-Dec-2016","EQ","1,944.80","1,944.80","1,908.05","1,934.30","1,917.05","1,913.55","1,917.94","3,095.00","1,773.45","1,40,179","26,88,54,621.90","10,059"
"19-Dec-2016","EQ","1,942.85","1,942.85","1,921.65","1,933.15","1,938.95","1,934.30","1,931.21","3,095.00","1,773.45","99,946","19,30,16,669.65","11,809"
"16-Dec-2016","EQ","1,925.00","1,946.00","1,910.00","1,924.95","1,940.00","1,933.15","1,929.53","3,115.00","1,773.45","2,08,713","40,27,18,572.25","24,081"
"15-Dec-2016","EQ","1,932.00","1,953.05","1,906.00","1,937.00","1,920.25","1,924.95","1,925.94","3,115.00","1,773.45","6,51,497","1,25,47,44,448.60","35,205"
"14-Dec-2016","EQ","1,941.00","1,981.80","1,927.05","1,943.90","1,933.00","1,937.00","1,954.88","3,115.00","1,773.45","2,68,561","52,50,05,407.45","21,388"
"13-Dec-2016","EQ","1,927.00","1,953.00","1,910.30","1,919.30","1,939.35","1,943.90","1,935.88","3,115.00","1,773.45","1,55,985","30,19,68,974.85","14,189"
"12-Dec-2016","EQ","1,916.00","1,943.90","1,911.20","1,914.05","1,921.00","1,919.30","1,927.17","3,115.00","1,773.45","1,68,686","32,50,86,337.15","18,230"
"09-Dec-2016","EQ","1,954.00","1,954.00","1,891.10","1,953.90","1,911.00","1,914.05","1,916.53","3,219.90","1,773.45","2,46,512","47,24,47,960.35","19,620"
"08-Dec-2016","EQ","1,945.00","1,974.90","1,932.80","1,933.80","1,947.00","1,953.90","1,953.74","3,219.90","1,773.45","1,78,616","34,89,69,812.40","15,407"
"07-Dec-2016","EQ","1,928.90","1,944.00","1,920.00","1,920.50","1,936.00","1,933.80","1,932.78","3,219.90","1,773.45","1,82,355","35,24,51,577.20","12,313"
"06-Dec-2016","EQ","1,937.00","1,949.80","1,912.00","1,933.45","1,920.00","1,920.50","1,922.57","3,219.90","1,773.45","1,80,836","34,76,69,518.65","11,973"
"05-Dec-2016","EQ","1,903.95","1,944.90","1,895.00","1,898.55","1,937.00","1,933.45","1,920.83","3,219.90","1,773.45","2,52,142","48,43,22,548.85","20,818"
"02-Dec-2016","EQ","1,898.00","1,928.40","1,876.80","1,900.85","1,907.00","1,898.55","1,901.28","3,219.90","1,773.45","2,25,816","42,93,38,452.60","16,705"
"01-Dec-2016","EQ","1,934.90","1,934.90","1,890.00","1,918.45","1,900.90","1,900.85","1,902.55","3,219.90","1,773.45","1,70,760","32,48,80,008.50","11,141"
"30-Nov-2016","EQ","1,930.00","1,958.60","1,912.25","1,894.90","1,925.00","1,918.45","1,931.21","3,219.90","1,773.45","4,17,704","80,66,73,423.20","42,180"
"29-Nov-2016","EQ","1,918.80","1,945.95","1,881.05","1,917.60","1,900.00","1,894.90","1,912.89","3,219.90","1,773.45","2,24,962","43,03,28,644.70","16,259"
"28-Nov-2016","EQ","1,862.35","1,944.00","1,860.20","1,869.60","1,912.75","1,917.60","1,920.97","3,219.90","1,773.45","3,73,609","71,76,89,892.05","29,151"
"25-Nov-2016","EQ","1,870.00","1,882.35","1,852.00","1,851.15","1,862.35","1,869.60","1,868.55","3,624.80","1,773.45","1,56,203","29,18,73,214.05","13,295"
"24-Nov-2016","EQ","1,898.65","1,898.65","1,840.10","1,897.75","1,850.00","1,851.15","1,862.36","3,624.80","1,773.45","3,30,476","61,54,65,293.90","17,172"
"23-Nov-2016","EQ","1,900.00","1,925.50","1,862.15","1,881.85","1,897.00","1,897.75","1,893.80","3,624.80","1,773.45","3,86,314","73,16,00,881.90","25,767"
"22-Nov-2016","EQ","1,806.00","1,899.90","1,773.45","1,788.30","1,894.00","1,881.85","1,836.31","3,624.80","1,773.45","5,20,103","95,50,72,194.80","27,897"
"21-Nov-2016","EQ","1,870.00","1,870.20","1,780.00","1,869.30","1,792.05","1,788.30","1,802.09","3,624.80","1,780.00","3,76,440","67,83,79,483.10","23,853"
"18-Nov-2016","EQ","1,900.00","1,908.90","1,860.00","1,888.15","1,864.65","1,869.30","1,886.20","3,644.25","1,800.00","1,57,172","29,64,57,487.65","13,294"
"17-Nov-2016","EQ","1,868.00","1,914.95","1,861.30","1,872.25","1,897.00","1,888.15","1,891.82","3,644.25","1,800.00","2,94,279","55,67,22,226.55","20,450"
"16-Nov-2016","EQ","1,910.80","1,920.00","1,851.10","1,893.00","1,862.90","1,872.25","1,890.00","3,644.25","1,800.00","2,31,980","43,84,43,143.55","21,661"
"15-Nov-2016","EQ","1,988.80","1,988.80","1,872.35","1,981.55","1,875.00","1,893.00","1,907.42","3,644.25","1,800.00","3,80,013","72,48,45,355.00","27,050"
"11-Nov-2016","EQ","2,013.90","2,035.00","1,970.00","2,028.85","1,971.05","1,981.55","1,993.92","3,644.25","1,800.00","3,65,803","72,93,81,335.15","17,377"
